text,predicted_label
baca van langsung nyamain kalo orang pilih meni karna takut pacar zina hamil jangan digeneralisir orang meni pilih zina emang punya trauma,trauma masa lalu
orang tua buru mau jodohin gt cm depresi blg gabakal meni trauma sisi kesel jadin buah sempat utk mudah ngurus kuliah sana,trauma masa lalu
seksual trauma masa lalu waktu pacar gimana pegang sentuh diam ken cium mesra kalau stlah meni mungkin bukan heteroseksual trus pernah lirik kagum kaum jenis coba tes,trauma masa lalu
bener tarik sejak awal meni bukan karna lahir soal kalo salah pernah baca suami gairah karna takut trauma liat istri lahir,trauma masa lalu
i know it must be another love scams aku pernah meni istri tingal celaka sedang vc jadi skrng aku trauma kalau mau vc come on,trauma masa lalu
denger kabar kalo ex mau meni ngerasa ko lo secepet sini coba jalan pelan trauma lo tingalin gede,trauma masa lalu
banyak takut meni bukan trauma masa lalu selesai hypnotherapy,trauma masa lalu
yes aku nikah hutang keluarga selesai ibu tuju meni posisi aku selesai diri sendiri keluarga trauma,trauma masa lalu
kalau cita kamu jadi irt sangat mulia mba orang saran stop visi beda aku kenal orang emang cita irt trauma sepi masa kecil meni suami mau istri rumah akhir tetap ratu istri,trauma masa lalu
aku punya tuju meni wanita trauma ku takut meni,takut gagal membangun keluarga
meni pernah punya trauma mariage life lihat orang tua kalian misal imbas kalian lalu gimana kalian akhir yakin mantepin hati kalau kalian meni,trauma masa lalu
alas utama lama putus meni trauma keluarga pernah hina dendam alih positif rumah komplek elit at least punya komplek baru pikir meni nikah langsung cari restu ortunya,trauma masa lalu
selamat hari buku ka meilinda sutanto ka bahas trauma antar generasi cara sembuh cocok baca putus meni,trauma masa lalu
in this situation lebih pilih meni nder karna apa maybe punya trauma sendiri nama nikah utama nikah orang tua yakin kalo ngejalanin nama nikah,trauma masa lalu
blm resmi jadi mantan ngasih trauma sangat besar pernah prinsip gamau punya pasang gamau nikah umur hidup mau nge jomblo being a single mom janda kembang wqwq,trauma masa lalu
trauma jadi umur mateng nikah thn,trauma masa lalu
pas jebak toxic relationship bingung handle my childhod trauma pas verbal abuse mantan pas putus bingung cara move on krna gagal nikah suicide thoughts hilang minat self harm barcode bingung cara mafin orang tua lang tuh,tekanan sosial
yalah aku trauma ah langsung nikah kaya,trauma masa lalu
kemarin baru nikah noh trauma thn akhir wkwkwk,trauma masa lalu
perempuan skrg gamau nikah banyak nikah kali trauma lebi nyaman dildo,trauma masa lalu
nikah orang selesai masa lalu diganguin your husbands ex tuntut eyang blm keluarga suami mitra someone so caled ayah recaling your trauma and now this narasi shit maf readers kena mental,trauma masa lalu
apa aku gausah nikah tanya sering muncul kepala lepas sakit trauma aku rasain sakit aku ceritain orang bahkan orang paling deket sekalipun mungkin terlalu lebih orang ngerasain aku rasain,trauma masa lalu
rafayel tuh trust isue hampir trauma nikah soal damn blud did it again,trauma masa lalu
oke monjung nikah arti aman jangan trauma,tekanan sosial
batal hasil trauma bapak mending nikah,trauma masa lalu
one wp mana cewenya grapa grepe tiap malam kakak sendiri trauma kali hampir kaos diselamatin second lead ujung milih kaos drpd bunbun abis mau bundir ujung nikah kakak,trauma masa lalu
nikah suatu hari ngerasain cinta cowo tulus tangung jawab trauma banyak,trauma masa lalu
nikah dg orang tepat gabungin resource baik hartabendapikiran enak jalan kalau salah cape hatibuang uang paling rugi plg byk buang resourcenya bahagia biasa ngajak orang ikut trauma,trauma masa lalu
somehow aku kgn ex bf aku i learned so many things in life from him including jangan lindung bawah trauma kamu sendiri orang usaha sembuh trauma bomtp kalau lanjut tkt ajak nikah gmw gumawo,trauma masa lalu
el kasi gusti gimana jadi dean lebih kasiangimana g keseluda tau trauma tg jodoh pak tara ikut andil tua bangkael ajak nikah elkeburu tu perut makin buncit plis,trauma masa lalu
dulu tuh ngebet kek mending nikah sekarang lebih kek emang damai dulu diri sendiri ngajak orang hidup tau banyak trauma selesai,trauma masa lalu
drama bagus waktu scene suami nikah rada takut trauma drama raja banyak selir cocok tonton kalo cari drama ringan positif,trauma masa lalu
ngedate nonton laen outcomenya mo nikah trauma aku,trauma masa lalu
nyuruh cepet nikah left me with financial trauma dumbases,tekanan sosial
sebenernya trauma liat swet begini klo ujung ny karam kek ny zenunew gx mungkin apalgi si nunu gx mungkin suka cwe klo hia klo mau nikah ama cwe,trauma masa lalu
aku gamau pacar aku gamau kenal orang baru aku gamau nikah aku cuma mau nyembuhin trauma luka ku sendiri aku butuh orang aku butuh diri balik utuh rasa sakit kaya gin,trauma masa lalu
aku nang liat orang cerai bayang sakit hancur gmn putus cinta pas pacar sakit bahkan trauma kalau nikah punya anak biasa bareng tbtb misah,trauma masa lalu
kemaren pas pulang ngumpul adeku bahas nikah wkwkwk ngomongin parenting trus hati milih pasang luka trauma gong adeku kelas sd dengerin paham,trauma masa lalu
kalau mimpi aku dijadin cerita au gimana aku mo nikah crush terus beresberes rumah berkas tautau nemu buku nikah nyata buku nikah aku orang nyata aku pernah nikah ditingalin aku traumaptsd,takut gagal membangun keluarga
pernah speak up keluarga temen rata marahin akhir dijodohin temenya temenku situ awal trauma nikah gara liat orang jadi alhamdulilah mau nikah ketemu orang tepat,trauma masa lalu
jauhin nder nambah trauma baru ye baru pacar ngasih duit emg calon suami kalau calon suami masuk akal krna nabung nikah pacar bukan takut nambah trauma nder kmu bilang matre apa kek bau duit,trauma masa lalu
trauma anak kawin lari pas sekolah cucu pertama selalu bilang pacar pas kuliah temen cewe rumah selalu tanda untung nikah hampir kepala,tekanan sosial
entah berapa perempuan luar sana harap ibu nikah ayah and it means banyak lakilaki brengsek sadar ngelakuin halhal keji istri bahkan anak ikut trauma,trauma masa lalu
terus beberapa hari nikah rumah kena teror kek bunuh si cewek sdh lihat kalo bunuh topeng badut layan rumah bunuh mansion penuh darah hinga trauma,trauma masa lalu
ken blm ken capek hidup rumah ken kabur keluar rumah lewat nikah soal rantau izinin ken siap mental ngeliat rumah sendiri broken jadi punya trauma sendiri,trauma masa lalu
anenya mau nikah kak karna trauma mantan kalo gaksalah moja pernah lepas ngomongin soal rencana nikah cmiw,trauma masa lalu
doa kaka lakuin apa kak sedekah subuh sholawat apa aj brp kali aku trauma ayah jadi takut nikah ken nikah cuma takut anak aku punya trauma besar kek aku takut anak ku punya rasa bunuh diri tips kak mohon sgt maksa,trauma masa lalu
kaka dulu dapet suami kaya gin apa kaka lakuin nikah doa apa kalimat baik apa kak sedekah subuh sholawat apa baca solat apa aj kak soal aku trauma ayah sendiri mohon tips kak paksa info,trauma masa lalu
chia calum trauma nikah kalau odie hamil apa muncul takut fyi the later,trauma masa lalu
kasihan temen aku besar figure sosok ayah pas nikah harap laki jadi lakilaki tempat sandar eh nambah trauma,trauma masa lalu
tadi pikir bahkan cenderung trauma nikah but now i met him and i started daydreaming about being his wife,trauma masa lalu
kalau singung masalah anak hamil sdh muak tau trauma ah tau kalau nikah blm punya anak aib kalau selingkuh bukan aib wkwkw telaso mafin nama tua justru sdh tua paham,trauma masa lalu
jgn gila nikah trauma,trauma masa lalu
soal aku emang mau nikah mariage is scary cukup jadi tonton trauma aku wkwkwk,trauma masa lalu
pwenah nyeplos gin emg siapa mau nikah mak langsung nang kata gagal besarin trauma ama laki bapak alias suami ndiri,trauma masa lalu
thefirstnightwiththeduke please scene nikah terus punya anak durasiny panjangin trauma the haunted palace durasi ending bahaginya cuman cuil,trauma masa lalu
trauma usah nikah kali,tekanan sosial
trauma gabakal hilang turut soal leceh aku semenjak mama nikah waktu aku kelas aku awal neng punya ayah baru nyata jadi sumber trauma mulai kelas sd suka masuk kamar raba aku,trauma masa lalu
nder punya trauma apa segitu lho awal nikah jelas liat baikbaik lo gin sejak awal emng demen keluarga laki lo,trauma masa lalu
kau may dluan nikah fak anak se trauma rumah tanga ortu bilang nikah,tekanan sosial
titik mau nikah mau punya anak mau orang ngerasain sakit trauma mau ngewarisin trauma anak mau jadi sumber rasa sakit orang,tekanan sosial
duaduanya punya trauma masing terus tbtb jadi bareng nikah kontrak terus emosional per karakter dapet pol,trauma masa lalu
aku ngeposting pacar soale ganteng nder trauma tikung njir jadi cukup tak simpen galeri waktu nikah baru ku posting mesra,trauma masa lalu
orang punya trauma nikah kontrak,tekanan sosial
ih aku lupa au mana cerita sunsun mantan terus jadi sugdad terus nyata hun mas ngejar sun n hilang trauma sun terus ujung nikah aku lupa aku suka hue apa kakak deact,trauma masa lalu
beneran aku smp trauma lama thn nama laki mau pacar alhamdulilah ketemu suami cm bln langsung nikah,trauma masa lalu
nda mau nikah trauma cowo,tekanan sosial
bang baru buka suguhin berita cowok nikah anjg trauma buka stres baca stres nikah stres,trauma masa lalu
first iksun junwan iksun dapet lelaki model mantan trauma terus tbtb dapet junwan iksun gamau nikah mau tetep pacar iksun kapan karna cuman mau iksun sempet,trauma masa lalu
haha tambahin jadi top dasar data lebih updatenya film nonstop nikah dep talk emoji rants venting gila rokok trauma,trauma masa lalu
iya hahaha opini orangorang selancar salman trauma nikah sekarang cocoklogi maksa lihat fakta,trauma masa lalu
astaghfirulah ortunya mending dilaporin polisi mana minor anak obatin trauma dlu napa bayang gimana asa anak kasus leceh bnyak trauma smpe mau nikah kaos,tekanan sosial
kek i have a lot of trauma back then tiap deket ama cowo before mine now kek gabisa alhasil nge ghosting chatan cuma ama si fred tetep kekeh ngajak nikah kwkwkw,trauma masa lalu
tuju alas blm mau nikah usia thn bnyak tmn nikah ala kadar penting dpt pasang sendiri rasa trauma gen sandwich lepas ken rasa pergi jauh ln punya keluarga,trauma masa lalu
ce aku nonton trauma code nunjukin juji iya bagus pernah main cewe mungil si siapa ra main back come back to me putar otak hah nikah asisten real apa drama beneran jang nara iya,trauma masa lalu
nikah trauma,tidak percaya pasangan
terus habis nikah apa trauma sad end,tekanan sosial
jawab tanya mba sendiri nikah kalo nemu kasus tanya base kira mba ken jawab apa lakilaki sebut soal percuma jawab apa mba gakan mau percaya misal mba punya trauma moga sembuh,trauma masa lalu
aku ngerti kamu mungkin engan niat nikah hak kamu mungkin kamu punya trauma inti nikah tuh indah jangan lihat sisi indah satu doang inti kalo kamu rasa bahagia sendiri masalah,trauma masa lalu
wkwkwk aku blg suami tau dulu gausah nikah kalo nyata gin suami baik cuma kalo ngadepin mertua dulu mertua ku bener triger trauma aku blg psikiater kalo misalnpisah aku gamau nikah trauma,trauma masa lalu
turut nikah bukan cuma soal umur banyak umur fokus karier healing trauma masa lalu emang nemu pas lama hapy jalanin hidup sadar why not,tekanan sosial
jangan woy kenal dulu cari tau layar belakang tu cowok red flag soal nyokap jadi korban awal kenalin tetanga cowok liat alim baik eh nikah baru tau busuk nah sekarang nyokap trauma nikah,trauma masa lalu
mba kalo tau cowok pernah buly cewek tuh cewek trauma gimana mau nikah tuh,trauma masa lalu
untung tolol nikah,tekanan sosial
ajar agama mulai damai nama laki mutusin mau nikah ningalin feminismetrauma iya trauma badan kalo takut gemeter kalo tau marah rasa pukul sekarang,trauma masa lalu
pukul baru akhir pas nikah punya suami ngelindungin siap pasang badan kata kalo mau dipukulin jadi benci trauma cowo dulu sempet benci cowo akhir jadi feminist,trauma masa lalu
iso trauma durung tau nikah,trauma masa lalu
trauma nikah begini,tekanan sosial
tiba nglindur ma to jangan cium ros wkwkwkwk trauma kecup maut lama lho kek gin by minimal kamu nikah besok,trauma masa lalu
mau kenal laki jadi trauma nikah,tekanan sosial
skrg nikah punya atm sendiri trauma nabung celengan,trauma masa lalu
orang mau nikah punya anak disangkutin trauma nerima alas simple kaya mau hidup bebas tangung jawab,tekanan sosial
gausa ngajak aku nikah trauma besar ndelok bapak dewe,trauma masa lalu
gamau bahas sebenernya trauma bjil bayang buka cofe shop terus nikah punya anak lucu se lucu ceri anak aoubom memoirofratiep aoubom,trauma masa lalu
tingal bilang biaya aku mimpi nikah sekali umur hidup masa iya kamu kabulin kamu pikir cerain aku btw trauma nampaknya ambil hutang desa pihak cewek jadi resiko mau duda alam,trauma masa lalu
kadang aku bilang aku ken nikah punya anak tu krna aku sadar mampu batas aku gamau jadi beban baru hidup orang angap rendah kaum tuduh punya trauma luka blah,trauma masa lalu
napa ikut jaga jepang si trauma antem sana ayo jeve please nikah sana buruk,trauma masa lalu
pola begini tuh kalo ngw nikah si cewek strugle survive sendiri kasi jadi trauma diri sendiri turun trauma anak sendiri,tekanan sosial
real life kalian sebenernya pingin nikah bayang punya keluarga bahagia beberapa masuk trauma kalian takut utk meni aku tahun sbnernya blm utk meni gmn kalau misal tanya keluarga terus,trauma masa lalu
lebih trauma mana hampir nikah calon nyebur sungai,trauma masa lalu
duh momen nikah gin trauma ah,tekanan sosial
huft iya berat satu sakit karna cewek nikah bpk satu trauma gede tau karna apa trauma karna bpk,trauma masa lalu
yuan cacat trauma reja nikah cuma endingnya ngegantung kata sad ending emang pas baca novel sad ending kak yuan milih sword kaena sangup nahan trauma si cewek nyusul,trauma masa lalu
trauma kdrt orang males nikah kalo childfre mostly gegara ekonomi woy sadar diri napa,tekanan sosial
sp jiwa bicara kalau emang waras memang waras sana bukan emang awal nikah waras jalan panjang terapi tahun beban trauma depresi adres,tekanan sosial
trauma tingal nikah,tekanan sosial
temen tanya tiba jadi mau nikah dulu selalu bilang kalo mau tau trauma laki hati sedikit ruang sekarang besar ruang jadi ibu,trauma masa lalu
sial beneran punya trauma soal nikah mau nikah trauma garagara liat ortu,tekanan sosial
adeku teh si avan anak pak dahlan mau nikah sabtu ngundang aku adeku kadudampit wkwkwkwkwkwk satu ruang ketawa soal aku trauma kadudampit pernah nyasar jam,trauma masa lalu
mak sempat masuk rsj sblm akhir nikah bapak kakek smpk bunuh diri selalu ingat jadi klo manusia sakit hati klo keluarga perlakuin kek gty smpk skrng mak msh trauma nama huana pribumi,trauma masa lalu
kalau mau pasang doang nikah batang kara jangan cari keluarga mau gimana keluarga dulu nemenin pasang kalau trust isue ama orang trauma jangan nikah sembuhin dirilu sendiri aneh,trauma masa lalu
sebut trauma kait mariage makanya gamau nikahtapi kalo ngelihat bentuk kek gin tuh sbnrnya butuh nikah takut salah pasang kmrn tuh rels ig lewat video nikah nadin lamar huhu kaya neng ketemu orang tepat,trauma masa lalu
aku mku gamau nikah karna trauma ngeliat orgtua tkt slh psngn akhir aku nikah entah doa mku mana alah kabulin smpe mku neng aku laku baik suami keluarga wktu it aku serahin smua alah percaya alah ksh trbaik,trauma masa lalu
aku dulu sering bilang gt soal punya trauma cowok dulu pas kecil smp kuliah sering kena leceh akhir nikah umur dulu target nikah umur nyoba mau kenal cowok blm posthink turut bukan garagara nder gp kalo,tekanan sosial
kaga ngapain mikirin stres anjing trauma wanita ngajak nikah terus doi ngilang ujung wanita trauma,trauma masa lalu
nikah mungkin oke mungkin lakuin kalo punya anak kek gamau takut trauma keluarga gada mau paham kalo misal takut punya anak diomelin wajib idih,trauma masa lalu
jadi trauma punya anak alah jadi mau punya anak gimana jelasin keluarga ngarep nikah punya anak sekaranh pikir gimana kerja biayain adekadek sekolah,trauma masa lalu
minyas aku inget tau kakak princes putus terus princes nikah jiung terus princes label clothing kalo iya amour minta maf atas materai aku minta maf sebesarbesarnya kamu trauma,trauma masa lalu
debat siapa emg mau nikah my mum was in rage and then i said gara bapak aku gamau nikah aku gamau punya suami kaya bapak leher rasa cekat lanjutin kalimat wkwkak pgn bilang trauma bapak wkwkwkwk,trauma masa lalu
trauma kalo bahas nikah,tekanan sosial
trauma jol tingal nikah bjir,tekanan sosial
pacar selingkuh temen deket sendiri nikah aku trauma tahun maia ngadepin suami selingkuh temen deketnya kalo aku jadi maia tetep ungkit modar sihgak kata ampun pelakor,trauma masa lalu
trauma takut liat orang tunang trus nikah,tekanan sosial
trauma nikah,tekanan sosial
enga soal bapa ku trauma pertama berat hidup ku niat nikah takut punya laki kek,trauma masa lalu
aku prinsip mau nikah trauma sekarang gabisa idup suami definisi beneran mariage isnt scary kalau pasang tau cara nge treat bener mpreg,trauma masa lalu
banyak pasang muda sekarang pilih kumpul kebo ketimbang nikah bukan semata soal moral biaya nikah mahal takut gagal orangtuanya trauma sistem rasa adil bukan sekadar gaya hidupini cermin soal relasi percaya,tekanan sosial
kakak masa muda mes kakak pertama nikah umur kakak tengah aku umur tengah lajang calon gada pernah calon udahan aku trauma takut gamau jadi istri tetep suruh kerja aku mau kerja hobi,trauma masa lalu
aku minta nikah intimate narasi ibu sok blg tega masa mbak pesta besar adik enga aku hrs dunia jadi anak tengah dg segala trauma takut dlm kandung dunia pihak aku,trauma masa lalu
gamau nikah pgn child fre cmn perkara trauma cs agama cewe g wajib nikah semenjak dik dtng trabas i can se the father figure in him thats why aku bkn tkt selingkuh lebih tkt wow amaze plot twist hidup,trauma masa lalu
feminists rejoice grown as men crying during nikah by caling it healing of trauma celebrating love months later they cal same man as harbinger of trauma and feminists rejoice divorce of same couple as some liberation of soul feminism is a mental ilnes,tekanan sosial
banyak pasang muda sekarang pilih kumpul kebo ketimbang nikah bukan semata soal moral biaya nikah mahal takut gagal orangtuanya trauma sistem rasa adil bukan sekadar gaya hidupini cermin soal relasi percaya,tekanan sosial
ide siapa suruh nikah korban trauma takut ingat suruh damai tingal rumah,tekanan sosial
tambah gamau nikah karna lihat jalan nikah ortu trauma beri langsung,trauma masa lalu
hapus kak aku trauma ajak nikah,trauma masa lalu
aku kalo ash blm cerita masalah pernah interest soal nikah mungkin niko tanyain ash cerita jadi niko tau ngertin satu posisi klo trauma gede emg triger yangterbaik niko ash,tekanan sosial
trauma dideketin mokondo modal mikir gampang bukti cinta paling mudah besar cuma dg duit nikah,tekanan sosial
restu beda percaya mantan banyak orang ln orang tua mau nikah orang indo lakilaki deketin indo rata mokondo patriaki suka fisik bkn personality trauma nikah aku anak broken home,tidak percaya pasangan
nyampe nalar isilop kalau perkosa nikahin like wtf nikah orang ngasi trauma umur hidup mending bundir,tekanan sosial
aku mau nikah kak mau punya pasang keluarga harmonis baik akhir hayat nama rumah tanga selalu jalan sesuai terus kalau mau kadang suka trauma kayakny,trauma masa lalu
orangorang nyuruh laku perkosa korban nikah moga kalian dapet azab yt pedih dunia cm akhirat bayangin orang trauma berat suruh nikah orang trauma berat the hel is waiting for kamu,tekanan sosial
im yo now and stil havent think bout getin maried aku kaget tiap dpt undang nikah temen kek bayi ngapain nikah also me personaly i hv a trauma not from my parents so yea i told my friendsfamily i wont getin maried kena judge,tekanan sosial
lukat soal kali pacar kali diselingkuhin tingal nikah wes trauma,trauma masa lalu
resmi trauma kata nikah ned some times to reconcile with nikah word,trauma masa lalu
aneh korban suruh nikah laku what trauma masa suruh tingal bareng laku mana laku lakuin cuma hindar hukum,trauma masa lalu
sbnrnya trauma cowo apa kgsi kalau kek gin bnr muak ngebayangin bs nikah orang gbs mau muntah jing,trauma masa lalu
jujur aku pikir mau nikah trauma liat rumah tanga ortu sendiri iring jalan waktu tbtb alah kasih aku jodoh baik rubah aku benar nyangka titik meni punya anak,trauma masa lalu
dulu pernah kasus pihak isilop nyuruh bayangin si korban trauma ketemu laku suruh nikah,trauma masa lalu
wktu cwekny minta maf akukrna tmenku klarifikasi trus orang kya gtu trnyata kurang sosok peran ayahantara ayahny ningalin ayah nikah lagijadi aku nyalahin cwek itukrna punya trauma trnyata ayahny nikah,tidak percaya pasangan
teman aku juang please trauma dulu pas kuliah pernah nemenin babi juang baru kerja bula gatal cewe big no aku capek survive nafkahin diri sendiri lama kalo nikah mau nafkah sesuai kodrat,trauma masa lalu
sumber trauma utama lo nyangka kalau temen tk ketemu sma mula hidup penuh gila final bos warna moga cepet nikah mikasa,trauma masa lalu
first met up enak bahas ringan nyambung hobi film favorit makan suka cerita lucu masa kecil hindar dulu topik berat mantan trauma nikah mingu depan penting obrol ngalir samasama nyaman,trauma masa lalu
trauma gagal nikah,tekanan sosial
buah pikir aneh kalo korban perkosa lapor suruh nikah laku jangan liat muka anjing liat mirip badan orang ngelecehin jiji trauma,trauma masa lalu
maybe kalo nikah yes wlopun laki jaman skrg makin khawatir kalo anak skrg no gatau masa depan gimana jadi pikir ubah tulang pangul sempet retak sempet operasi pasang pen jadi trauma emang,trauma masa lalu
aneh dunia aneh masuk logika orang gila nyuruh damai nikah gampang emang kalau nikah trauma sembuh kira menuhin tangung jawab tambah sakit jadi korban,tekanan sosial
jadi inget ajak antem westard cuma karna punya hc mc nikah li punya anak karna trauma nikah mungkin ortunya cerai bukan arti hc salah woi jelas tulis mc bukan mc,takut gagal membangun keluarga
mbak wo nang minta maf kelar trauma mau nikah dapet wo istilah duit balik ubah apa kadung ambyar,trauma masa lalu
dulu sempet mikir mau nikah mau punya anak takut nurunin trauma anak pasang but who knows sekarang sayang ugalugalan pria sangat meni,trauma masa lalu
langsung konek wkwkwkwk ikut trauma koar temen kalo cincin nikah tau couple an anj tujuh,trauma masa lalu
kasus weding organizer ajar nama rugi imateril duit juta dikembalin punya hajat tangung malu momen sakral akad nikah sekali umur hidup rusak timbul trauma lama wo tangung,tekanan sosial
trauma aku bzir adik kaka zone untung bom nikah bobol,trauma masa lalu
nikah yes anak gamau waris generational trauma,trauma masa lalu
iya sedikit trauma gara aku ceritain akhir kali naksir orang nikah orgnya emang umur gin rawan tingal nikah makanya aku males,trauma masa lalu
